nomeLocalidade;SIGLA_UF;Exportação_2020_Valor US$ FOB;Exportação_2020_Quilograma Líquido;Importação_2020_Valor US$ FOB;Importação_2020_Quilograma Líquido;Exportação_2019_Valor US$ FOB;Exportação_2019_Quilograma Líquido;Importação_2019_Valor US$ FOB;Importação_2019_Quilograma Líquido;Exportação_2018_Valor US$ FOB;Exportação_2018_Quilograma Líquido;Importação_2018_Valor US$ FOB;Importação_2018_Quilograma Líquido;Exportação_2017_Valor US$ FOB;Exportação_2017_Quilograma Líquido;Importação_2017_Valor US$ FOB;Importação_2017_Quilograma Líquido;Exportação_2016_Valor US$ FOB;Exportação_2016_Quilograma Líquido;Importação_2016_Valor US$ FOB;Importação_2016_Quilograma Líquido;Exportação_2015_Valor US$ FOB;Exportação_2015_Quilograma Líquido;Importação_2015_Valor US$ FOB;Importação_2015_Quilograma Líquido
Brejo Santo;CE;8813354;341637;979713;94262;3590869;153694;1910393;135522;2001206;88862;1683404;105303;1314592;51613;1720798;86823;100412;5837;1424539;77570;152464;7402;4013328;185606
Passos Maia;SC;4654397;4908696;1484027;94685;3633740;4014663;53673;26400;3151915;3251575;36249;18050;2600750;2655906;23902;12100;2418033;2462304;8698;4400;2447213;2372895;0;0
Balneário Pinhal;RS;13876308;13949720;179844;95985;19122949;12834800;63390;24654;19997748;12461540;226200;260000;15385577;11086580;158340;182000;15020380;11382130;297218;341630;15572224;9335245;558871;509907
Presidente Figueiredo;AM;49245652;3439303;1206018;96158;62367844;3934011;2130598;191609;55044456;2981000;3003478;1930649;41183552;2598000;4966050;3572100;26077310;24673250;3572941;2380581;28360913;21206700;3296103;1359284
Maracajá;SC;0;0;507659;97037;0;0;458255;439410;2258;7800;366720;141157;17658;27791;202187;106373;0;0;227501;43851;7357;27400;942555;2043552
Divinolândia;SP;0;0;145077;97500;137101;76700;123390;81250;44540;19175;147062;87502;0;0;1741274;122296;0;0;126503;92500;0;0;0;0
Barra do Chapéu;SP;11690328;11412699;119679;97842;15985161;9501098;58180;43074;16493736;9088284;84314;44901;15764283;11400190;0;0;4810182;3694720;0;0;2350083;1475000;0;0
Capão Bonito;SP;21400;2456;197046;98592;438271;327700;240647;160809;313250;185250;231851;178226;690302;476420;110856;40766;539740;230500;45758;33628;2072421;878565;5537;29
Arapoema;TO;0;0;139277;99183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feliz Deserto;AL;0;0;96248;99500;0;0;0;0;0;0;91856;50500;0;0;97543;47000;0;0;0;0;0;0;0;0
Caldas Novas;GO;830847;11299;1017939;99804;537779;11830;193974;6258;461610;5451;167515;9075;329255;4134;321256;1612;155012;4611;261872;1334;149693;2879;211856;24903
Boa Vista;PB;57640;180978;23118;100000;106565;323918;143492;106249;42529;160428;55222;57218;111722;386847;106006;6732;63986;204083;0;0;72158;173437;30453;3040
Imbaú;PR;0;0;635415;100392;0;0;4205;6900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Casa Branca;SP;4801624;1418941;2182563;103085;3328752;1197772;2475177;206701;613080;65047;2799368;271275;507287;54913;4128984;510969;505431;71937;926381;123335;1226662;124720;192280;75724
Muriaé;MG;12182;318;1434369;103758;600;0;3475969;194708;23780;388;2028686;216024;43297;630;1647655;324275;58027;1287;880164;173605;32123;555;1500071;204845
Pinhal;RS;0;0;36920;104000;0;0;358540;1040000;0;0;243201;524120;0;0;0;0;0;0;0;0;0;0;0;0
Milagres;CE;0;0;185343;104053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;674165;460388
São Francisco de Assis;RS;0;0;32705;104175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maripá;PR;10772462;26568731;140370;104730;6867167;15829711;245693;425950;7906602;16809917;314932;447900;11012387;32702082;825628;1324600;3584604;6362665;329161;892650;4495078;10406013;248175;759140
Maragogipe;BA;0;0;39862;104747;0;0;0;0;0;0;13402;9374;1261947;51068;0;0;259780;4594;0;0;1480190;653754;0;0
Presidente Lucena;RS;2142274;136366;47320;105908;1538027;88392;20745;41395;446203;23232;37711;3066;0;0;67399;890;0;0;95458;1909;0;0;29253;938
Caraúbas;RN;0;0;405073;106924;0;0;0;0;0;0;46318;13762;0;0;163578;107828;0;0;130552;72252;0;0;68629;31702
Lucena;PB;4058985;2245361;172775;106988;4107900;3407057;88569;21631;4029316;2323210;385139;150089;9289068;11713812;1429490;437257;7802251;4882708;1929731;668754;8280826;5326332;3445096;1294250
Sumidouro;RJ;80938;5378;2037130;107493;231299;19200;1695450;190356;99983;8068;1538022;169667;46925;4759;1858057;229042;161929;5085;1521465;67672;372220;11470;1691080;62973
Resende Costa;MG;36090;4812;34144;110008;37580;5418;94993;302234;19030;3638;80512;406278;10241;1868;78892;397471;9997;2006;53512;573058;4086;899;63439;623544
Agrolândia;SC;4847666;486910;734752;111207;5878416;696256;887794;143804;3531543;260887;711935;134227;1475631;144909;472132;94817;1397998;193234;222015;53165;1979619;373865;336544;57701
Ibiraci;MG;6931911;2707950;197798;111750;9344478;3917445;60476;33750;3242456;1149300;0;0;507964;153600;0;0;1200440;384000;0;0;3366450;997320;0;0
Licínio de Almeida;BA;0;0;387362;111916;25909;3500;417830;140217;0;0;264299;106885;12878;1160;0;0;0;0;46980;22517;0;0;160301;71857
Floriano;PI;0;0;204649;112335;0;0;53856;24227;0;0;3770;37;0;0;4322;39;0;0;128211;10159;0;0;2824;46
Buritama;SP;12804377;45242643;107597;113325;1511482;204131;4569;530;2481484;5137389;660;12;363316;97543;6125;1020;344213;108364;3695;590;151088;52337;11926;1132
Candói;PR;0;0;62817;113334;311;111;44677;155770;0;0;0;0;0;0;85200;120000;0;0;0;0;0;0;128250;450000
Palmas;PR;177817503;281121910;1143957;113347;152202816;257767178;2157052;1044203;184229484;258618592;2277647;569835;170525309;264024020;1000596;1760134;147158728;247803693;1245033;3367526;151186168;215361057;1323999;435565
Campo Belo;MG;2668006;1332417;1836501;115638;3069719;1154908;2889042;164852;2964617;1074895;3758;108;714688;911572;38133;2130;326100;78000;36677;176;603183;280957;192161;74340
Itarema;CE;16777347;3347166;882585;115957;18296954;2856678;790555;119706;17850662;2824916;8447264;1127590;19959857;3162647;1327823;172233;19483599;3102085;2542922;591827;20406994;2863971;7763996;1380208
Itaberaí;GO;120314573;68914305;1214467;117451;123601153;57948065;1766310;158528;81977398;42596952;1098867;525961;74330186;36161728;1327179;1357284;64176300;33766681;1752918;1218667;43364276;23672756;1525675;1182247
Sarandi;RS;595512;246473;561247;117549;278860;112397;258525;26495;52837;23180;632327;61764;28136;10464;201813;110948;11822;4821;444443;241137;0;0;581022;338387
Leopoldina;MG;6042;425;583207;119166;47004;2750;1810602;277763;21947;755;1810056;200293;347012;20308;2198027;293394;50016;2012;3153228;3342235;0;0;4429713;6896006
Guaraciaba;SC;212962;77039;930034;119890;111874;63228;1080850;149150;165332;51619;1326863;135416;6532;7650;760851;128778;69957;19977;548712;69434;26700;7975;264339;17844
Várzea da Roça;BA;0;0;383442;119946;0;0;129468;64596;0;0;65799;43905;0;0;107271;36367;0;0;0;0;0;0;0;0
Bituruna;PR;24121318;40626513;210105;120028;15828723;28312791;158130;86114;27343329;40243501;150320;52266;19380508;30960635;111798;43058;14580873;26124942;33711;4529;10341363;16789679;106790;11879
Ametista do Sul;RS;7732298;1255941;447328;120859;8620911;1299598;187978;133655;8745561;1303908;238011;106230;7057861;1013974;22465;1000;4508233;625830;0;0;4244836;466174;0;0
Capitão Enéas;MG;65658707;39825365;660923;121809;59202579;29185689;3529278;443699;68033672;30227189;143737;26830;56872569;30009820;82346;27925;54675166;29455010;359273;29697;42582511;17761663;21674;9872
Tailândia;PA;6194926;11641363;1374199;122147;8268038;15371383;307349;5610;7156529;10539169;185062;839;16129399;22589673;47290;210;1309818;984136;0;0;3632471;3431271;27827;1172
Canoinhas;SC;47547877;68831218;1074820;122967;28207208;30661797;1283336;171610;42884724;47289803;1182599;122927;34948606;42735731;1438389;185730;23828325;25431308;489644;82321;31550059;31844268;589803;80449
Coração de Maria;BA;0;0;406375;123956;12821;12126;1516724;421311;0;0;1822318;514014;0;0;1929101;654571;0;0;1199975;374610;0;0;2040263;547932
Itapipoca;CE;32861969;23988203;1541597;124483;45384780;23973248;7366695;2326411;54671952;25914718;10659117;3357330;51723556;30610809;11064859;3743012;45003684;32668636;10241037;3640898;24002653;16612584;10479962;3646906
Uruçuca;BA;61775;12122;117034;124646;0;0;80872;6876;15000;3000;38600;4475;30520;6040;183374;14998;22149;4140;0;0;13612;2704;1076;12
Cristais Paulista;SP;138861;57600;198455;125000;71503;43200;156992;101250;83526;43200;165865;100000;0;0;147014;100000;0;0;358083;218391;0;0;83176;27920
Parelhas;RN;11753398;10110140;399956;125069;8923485;9103538;391350;137422;6828785;9318959;515476;149365;6890974;6965168;402020;134943;4887811;5321876;195384;75784;262162;335057;175114;71962
Palma Sola;SC;9170049;17087594;65657;125962;9314923;16104241;0;0;9029431;13326622;0;0;8288079;12458734;0;0;6946943;9607583;75127;27556;6334367;7675947;0;0
Gravatal;SC;269342;208416;474123;126239;374786;376580;198032;73872;472207;1167696;83886;17946;133990;155828;447023;249838;195133;153908;609089;356418;21351;25605;150236;84476
Santo Ângelo;RS;156350078;55140479;3015804;127983;152911198;57519167;1012544;85598;95366774;47094382;1448964;69888;119113807;46510849;1245085;494710;70910891;34139888;3729936;2575303;134460767;53922742;3332279;2013680
Pinheiral;RJ;0;0;312890;128039;0;0;1091459;288246;0;0;34604;25051;0;0;36080;217;0;0;61825;670;0;0;159489;19202
Nova Erechim;SC;8858538;5464769;23260;128634;8388460;5030762;447750;2350382;8532062;5583365;435079;1502695;7712916;4852816;384603;2335474;4577176;2854620;709611;4065330;4047607;2706362;0;0
Uraí;PR;12490929;7987640;213874;129314;6287073;5295850;0;0;20706603;14846942;0;0;7767139;6057597;0;0;7123557;3601326;10700;835;8396120;4819068;18145;26500
Pentecoste;CE;489381;19154;1342759;132946;1713386;63768;1087246;88210;11612794;324834;1371100;91934;1812791;44927;830516;52578;0;0;1215912;81365;0;0;1753019;164687
Pareci Novo;RS;3005003;1948465;757437;133029;3401681;2925837;739500;91554;7236737;3706220;873342;101575;6066887;3272088;633144;129727;4339807;1975894;775795;57670;11253;802;993291;40683
Monte Belo do Sul;RS;2971070;1976987;164972;134691;2182616;1481574;322431;14111;2462448;1936803;87729;8133;2437806;2071489;83275;12245;2553879;2335147;62527;22496;3661219;2607471;187874;15315
Maracás;BA;116069351;11640000;3481723;134779;211029869;9939383;936525;28636;357438114;9193038;113559;45523;135086017;9220000;227140;24807;55189131;7960000;117690;6117;39447467;5865339;661897;55432
Santo Amaro da Imperatriz;SC;780934;901707;1298407;134796;336149;277134;4057651;373454;989863;318467;2870491;652482;981229;567435;1887303;441766;484703;239483;1488257;375096;942881;178964;2144439;527480
Cruzeiro do Sul;RS;12956190;28778350;445237;135366;21643698;49110790;112402;61376;18462195;39658331;582092;80046;27243903;59961672;89540;21230;13781377;35160050;151628;317904;15386461;31489400;215910;314621
Mimoso do Sul;ES;13621185;24657097;2035556;135537;14160637;25556107;2745073;169387;12125267;23370813;2008058;87924;14116192;28069086;2264269;164205;14528375;26944339;1754100;84364;15499122;27010130;2022033;183673
Catu;BA;110616;1301;3017531;135621;236505;30058;7167855;435283;1280223;1924;5252635;341834;3410474;86454;3766954;206587;1073540;45381;4481860;335929;955974;9222018;8504528;492340
Restinga Seca;RS;5985247;12238984;151212;137233;5154716;8291421;280032;334500;4338865;2354171;500835;371652;4456663;2322474;226930;279440;4505664;2397322;175229;215900;6046959;2968236;157559;186880
Magé;RJ;52998;1392;649095;138406;312557;10862;641450;163353;93555;2851;797181;220564;0;0;815671;196225;115689;4225;854343;221919;5149;190;929460;289775
Feira Nova;PE;0;0;330431;139064;0;0;505626;255674;0;0;342649;191720;0;0;298197;151215;0;0;473417;185415;0;0;224960;27585
Atalanta;SC;0;0;21000;140000;0;0;20868;713;51637;4770;33694;22605;0;0;0;0;3401128;397623;9160384;2960813;4711487;466986;14892071;4276778
Rio Branco do Sul;PR;5296076;18300800;892266;141979;4604067;15258670;616815;152709;7486712;14379424;904102;213792;6225090;12769229;1529032;227694;4350324;9887804;780633;240904;3946890;7541910;1625559;426669
Ubajara;CE;16829660;685274;215997;142096;17050548;604201;166678;66818;19313776;622551;120612;82531;17674507;668496;154376;99328;15312810;650990;74445;49632;19585945;572831;634381;183471
Itacuruba;PE;0;0;593973;145342;0;0;579480;142546;0;0;138291;45625;0;0;0;0;0;0;934;3;0;0;0;0
Ibiraçu;ES;2121004;2806367;1980546;145869;3057004;5213082;1993468;159928;1996474;2471841;968064;66168;3415045;4327743;670732;106685;3364085;4448162;509399;50395;5110034;4318710;1224301;87287
Salgado Filho;PR;546458;1551000;78078;146900;78852;501936;0;0;20721;224500;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guaporé;RS;14236383;826192;1659699;148575;13060996;771641;1933758;161547;14484942;967498;2160178;220796;11054381;563217;1987737;278418;17036587;989842;2406518;403436;12380100;271063;2718027;270852
Cordilheira Alta;SC;216543;165163;666001;148829;120127;89853;93566;44435;310580;199962;313464;166264;268803;168269;298182;57941;195204;134309;176276;28218;396893;273912;269993;48910
Além Paraíba;MG;0;0;112393;149760;0;0;96692;99840;0;0;28164;24960;0;0;0;0;0;0;0;0;0;0;0;0
Rio Piracicaba;MG;272664753;3774123595;1996009;149788;262956553;4147236540;3624103;241432;179623139;3744603801;318221;43817;194989514;4051502021;236228;32797;146806677;4372375824;202395;30696;137533632;4339796601;312844;44068
Borba;AM;444222;369330;3647893;150215;517912;401540;1609341;54840;200238;182960;0;0;191596;153946;0;0;111098;84643;0;0;142763;110714;0;0
Miracema do Tocantins;TO;0;0;214588;150390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vargeão;SC;8543358;9797635;748412;151062;5323133;5685582;790087;249490;5640722;6460649;641669;117050;4515886;5233187;449164;158335;3286049;3791360;208432;48900;3445092;3811305;546845;54000
Goioerê;PR;12726;37436;1885431;153413;881308;4458754;3874250;534422;0;0;6931874;1688478;0;0;4572593;636937;854117;2264002;3492655;378676;1275961;5345573;5910433;583387
Laguna;SC;5317083;2360569;319978;154542;7771011;2906680;491798;247733;6064660;1991164;732083;379889;5833530;2948809;1386071;448345;4569946;2546807;623900;383200;3058328;893152;592736;320500
Itabaiana;SE;0;0;360065;154968;0;0;0;0;0;0;0;0;0;0;9615;268;0;0;22249;24686;0;0;39920;24529
Itaiópolis;SC;38195285;44055998;814122;155109;39201512;30733424;188961;32366;49253660;28902750;11931;47;47489837;24930284;12676;46;52428898;32991080;287224;2355;66680401;36020281;416517;11363
Lauro Muller;SC;819988;220616;1291603;155639;6886704;1879380;0;0;11260734;3024784;1182292;159080;8070141;2344301;0;0;5380907;1446776;0;0;5080344;1086957;6495;170
Brumado;BA;34466749;84892105;1362813;156251;53455750;91056598;1649410;132287;133665862;215842489;4427324;452132;121449311;285832185;1139623;25767;80240906;200902891;769295;29757;24225866;36942874;426005;9461
Goianinha;RN;0;0;3351931;157012;0;0;0;0;6440;26683;0;0;0;0;1391568;34574;0;0;1963459;804311;0;0;3588184;519901
Ituiutaba;MG;216603712;154548050;832061;157712;222875984;75518799;769188;252623;154363231;92554347;468205;57725;91994268;68621494;415391;5790;85507440;93666032;551018;3354;116962376;110005275;621586;85002
Alegrete;RS;31087726;7491990;297876;157734;59642512;12623105;437472;130751;26332231;7173107;88355;12021;5643375;8163914;290388;148970;10340152;2665530;313670;388298;6620691;1592775;199900;11900
Mucugê;BA;2698621;546430;401572;157800;3147457;576090;485819;81281;2653712;519820;42959;690;2821903;569265;0;0;1745280;427500;102748;78000;1725818;464400;0;0
Redenção;CE;0;0;368649;158491;0;0;713704;191549;0;0;216597;30087;0;0;0;0;0;0;0;0;0;0;0;0
Piquete;SP;17280;22768;406495;159193;0;0;573724;201841;30244;25600;1021350;290900;47455;7655;842934;257913;0;0;113796;34800;0;0;45365;11900
Nova Petrópolis;RS;1337831;543238;1036660;159682;1337494;232538;1353581;199920;1790706;403298;1596171;180799;1704537;360555;1453521;173716;1206612;88512;806722;76942;853698;48036;1609254;178964
Cachoeiras de Macacu;RJ;715348;1984993;3983606;160430;320160;276154;1235371;52708;159915;71253;453271;36570;315142;127514;90965;735;233848;107851;16649;224;157788;52631;32403;534
Barra do Garças;MT;250964659;163508607;862846;160839;294150622;220690697;642826;116558;228241470;92378989;18672;276;259905458;229209821;11265;113;247598143;174777831;47878;13;310361163;266946171;114833;11943
Joaquim Távora;PR;34839609;20780332;383938;161611;45142795;22326271;514160;259486;37050274;19391880;415792;280833;36485725;16773769;650091;227303;20752228;11852747;418324;2052000;19394975;9934580;817612;116724
Salete;SC;46683922;23494356;272049;161784;34319385;18080157;1978161;185984;30490333;17494287;217621;90834;23274736;13160743;179124;96725;19839518;12516787;269738;120089;19919708;10782360;406786;374173
Boa Esperança;MG;3294786;999064;115677;163006;2901639;946900;163865;172150;1344164;414320;94021;64957;1232502;405962;100722;135568;285954;19150;69979;97513;0;0;124698;67656
Pedras Grandes;SC;0;0;1188197;164054;0;0;45908;2142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sátiro Dias;BA;6114647;5969099;313901;164811;6245123;7704775;476597;281153;8875289;8818561;917712;519678;7381518;7229878;535758;371931;12543619;11401974;863959;714477;11131777;12170699;1357862;1052591
Castro Alves;BA;200596;9528;996988;166222;986381;39617;181778;74650;230314;8937;69466;28203;0;0;15300;1089;6000;170757;320602;4622;0;0;0;0
Nova Itaberaba;SC;4573631;6483077;342512;166271;5130696;7120875;714065;389633;5533509;7520013;464158;358537;5608147;7803088;753581;402483;4649697;8219870;567330;416606;2120912;2895350;721288;621400
Itatim;BA;44028;9093;427176;166913;424628;85049;2082862;413937;258781;50181;748928;317300;503197;84089;610180;180445;440255;84234;472723;142765;281864;50059;565431;137794
Areal;RJ;476470;93049;945936;167949;143919;26428;1847134;224844;696133;107204;2401210;238111;340726;42695;4198263;139137;265989;53987;4631216;339307;321913;100103;3021104;345211
Dobrada;SP;12126;19046;131666;168074;0;0;195553;150800;0;0;150071;184163;0;0;207258;72659;0;0;136543;138084;0;0;0;0
Mandaguaçu;PR;134216;46087;3383995;169671;455030;34028;2887322;281794;241215;42279;1162775;273610;219331;56824;617289;283059;8909;4096;747548;531102;75926;16678;1540041;983679
Patrocínio;MG;293626201;242474251;338791;171049;253011540;164621940;789583;1763910;241131577;138168884;1963869;202169;240950481;175300311;329447;111442;240508954;161397789;486262;186850;240845012;166772379;2096589;129924
Porto Real do Colégio;AL;0;0;293160;172192;0;0;490211;188484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Umirim;CE;0;0;377517;172255;0;0;316532;167130;0;0;238277;93071;0;0;211696;99694;0;0;330543;160551;0;0;213266;99356
Iporã do Oeste;SC;0;0;115954;173765;0;0;15148;61080;0;0;58668;240250;0;0;0;0;0;0;627914;2984150;0;0;36855;189000
Getúlio Vargas;RS;1718066;33846;1359091;175532;2582343;94387;1123831;95031;3526772;67181;1358867;184910;770024;17233;982476;69791;1124422;25948;1037013;104334;2091761;35721;1860357;155042
Gramado;RS;4819678;1199140;1637789;176940;6629020;1542328;1709002;316421;6453673;1424835;2506066;398329;7604178;1595725;2418910;578159;6634435;1419250;1947296;454949;6685013;1347976;5773065;1765427
Pombos;PE;18000;100;941169;178026;0;0;104677;6668;27624;2598;1839;50;57732;535;0;0;5190;140;89640;4648;0;0;7578;8
Barra do Ribeiro;RS;5133742;604483;982624;178197;6738501;575304;2708159;429364;6442849;583866;2904191;412158;6208572;546882;1460164;237494;6820454;557696;2564300;423339;6448363;612500;2277008;345610
Passo de Torres;SC;0;0;163033;179734;0;0;141972;139539;0;0;85645;70797;0;0;0;0;0;0;0;0;0;0;0;0
Santa Isabel do Ivaí;PR;0;0;1394397;180236;0;0;928939;120331;0;0;1376371;156113;0;0;961114;95683;0;0;562223;49547;0;0;314992;26850
Ipumirim;SC;54687539;39899397;610508;180441;48948779;33686281;393575;175730;35267937;22088216;1076485;174368;54804631;29947443;1680995;180774;45670705;25517947;441355;119818;53709861;27719153;599786;86154
Nepomuceno;MG;0;0;479777;180474;60318;61569;2435772;349818;47066;17966;0;0;678718;2063233;4996;18;413992;412352;0;0;3615557;3108573;673094;11816
Três Cachoeiras;RS;25973;5574;290346;180904;44683;4589;143268;72048;30683;4340;184760;89127;116101;15160;110567;60548;14005;2348;74836;40114;20210;2245;152624;79183
Oliveira;MG;3710893;1617464;4742470;182220;5659075;1390961;1902857;91935;11869872;1010537;566932;18656;9927356;1132710;738540;101444;3530835;922045;579197;341964;458273;322514;622978;240293
São Bento do Una;PE;0;0;386378;182387;0;0;183990;38431;0;0;366252;189566;0;0;2501714;11373393;0;0;2863652;15265123;0;0;0;0
Ruy Barbosa;BA;4022526;1990653;570864;182512;4041304;624985;1113372;229854;5031689;421964;1775823;201374;5022130;1333941;530727;58882;5072549;2601754;228098;20282;4555223;366641;1111331;99626
Governador Dix-Sept Rosado;RN;10456413;24470955;505051;184010;14881349;32175000;370809;136638;10449730;17701130;553361;174252;7650119;13192561;320332;94007;3024084;5907040;126449;45178;1298437;2273396;0;0
Ubiratã;PR;12485447;34722947;196990;184775;4444551;15067413;345658;2439;6661648;16000092;12462705;176064;0;0;61549;486;5383950;16000000;4658;21;7700000;20000000;4525772;29521
Queluz;SP;182762;28212;715627;184812;301275;37140;857995;195225;407444;47625;728782;155122;395770;54625;827963;137190;321082;42333;979207;159834;51534;8678;0;0
Araricá;RS;594868;118980;693525;184995;608632;104138;440940;54569;708588;115386;406473;57650;1321138;178347;575121;71985;843484;142290;214009;40555;1158935;151121;498791;63952
Barão de Cocais;MG;22617307;46314435;955141;186768;57132801;258312948;1025829;195378;72464082;748152311;1276856;215373;90557387;469113408;1016275;195653;78843918;1106934710;530865;48175;144425406;3876626805;3856944;1538256
Nova Olinda do Norte;AM;0;0;9952529;186984;0;0;304177;614;0;0;3078527;2921;0;0;23446;9;0;0;24981;68;0;0;114444;119
Breu Branco;PA;67925122;30423950;385835;187332;93562642;37183700;602089;168880;85831205;30997750;279153;74225;77895239;30822075;1033384;70475;84554866;33498750;694145;198040;93619897;34208200;231814;40137
Bom Jardim;RJ;175338;68046;450332;191276;3207;879;2972815;1022846;113430;23141;1478492;653193;52098;10265;1890751;1374795;1596;99;3690171;2546405;0;0;4355694;3159112
Aparecida;SP;552983;163896;1888519;191299;526576;121561;2494927;80302;409388;99995;336064;88863;0;0;403398;82542;59651;105505;621034;56731;0;0;2340875;123251
Palmeiras de Goiás;GO;307528503;86744584;481800;191425;314612101;90733832;639187;107319;219795097;61991883;292454;102305;249689063;66279075;1624178;96189;228213333;58857621;241926;63103;237942350;62298675;2612114;79570
Catanduvas;SC;112878;117370;1013831;193386;2805;600;225583;540688;150374;302450;604269;148576;0;0;348267;106976;143393;50246;0;0;304055;70276;0;0
Várzea Alegre;CE;399997;2388442;280412;195218;51311;16084;412333;408151;0;0;364431;331470;0;0;327495;296720;0;0;388100;438466;14300;1762;276783;253003
Roca Sales;RS;2923601;2120645;351071;201608;8728187;7157612;1507770;271378;11967002;10784337;613641;496039;13963683;4567944;755079;546337;27813505;9177039;545942;616768;37804211;10457482;1341150;1247690
Charqueada;SP;572597;20528;915775;202256;459844;1299;1359632;133403;536226;79984;1641730;136000;103365;4226;1405173;189712;16791;660;2054904;238037;21163;34;1796492;246728
Altônia;PR;0;0;486367;202409;1320;32;640459;203222;0;0;288913;170112;9617;283;757857;408041;16291;564;402958;299899;20936;820;0;0
Barreiras;BA;404634978;964583489;4212330;203476;406990923;769107944;29235055;8300666;257518863;429410187;4289007;36992;278548893;565050784;1203882;33475;166165553;279560469;224537;4294;294413533;532693008;28802088;9635800
Corinto;MG;2742011;344863;33438789;206031;2501021;495671;2331320;95648;1740031;266699;1254833;21972;1955521;275697;1133140;34509;1674269;396275;82991;771;1428375;424736;0;0
Acaraú;CE;6150929;1017441;1871022;206180;10062477;1687430;10202232;1294307;2048876;711533;5543920;709033;3405606;653380;22233;1295;4904039;767577;254282;77464;3445942;381179;0;0
Cerro Largo;RS;36732;8379;758181;208439;79545;21314;543328;178037;165463;41590;4500;127;157062;43649;0;0;30254;10130;0;0;15239;4566;0;0
Piraí do Sul;PR;15613868;23478635;374509;209516;32777555;54381052;429356;234317;34326981;45474146;362287;252031;25347220;46402986;443903;342819;19859876;28071313;431105;335620;27859525;37616727;395280;177068
Rafard;SP;66756473;199693990;1209941;210079;60188660;177249146;905005;156042;10201807;28205019;1169641;259272;907242;280092;732647;157751;277689;137140;113969;13938;852118;130234;242849;102032
Sabáudia;PR;7937408;7396225;210421;211867;10526804;9135907;81646;17000;9227315;7913055;948388;67683;6485260;6176766;82034;23459;4091672;4247569;0;0;2610706;2151793;31691;2942
Álvares Machado;SP;3766585;2854744;1111533;212558;3347756;1696018;893973;106956;4558398;1983144;393645;41805;5967426;1939422;523618;61125;3473536;1828409;365701;40658;4734148;1820405;526264;49100
Russas;CE;8506492;1432866;2342318;212917;10415542;1534298;2889791;324998;10757702;1700650;4278037;669534;9209158;1480900;5666586;1240853;12180110;2044248;4696133;1118422;13761570;1900527;6444435;1337028
Cafarnaum;BA;0;0;399713;214800;0;0;15139;451;0;0;7314;355;0;0;82312;2267;0;0;313803;8927;0;0;21808;750
Coxilha;RS;356436;591064;126652;214891;756616;1017592;146897;105919;859797;1169325;70149;76132;908434;1216948;82850;84216;721896;981891;221615;115198;0;0;56848;28774
Arraias;TO;50;2354;177308;215463;0;0;4104251;44370143;0;0;1852025;3731089;0;0;0;0;0;0;0;0;0;0;4886152;435428
Paraopeba;MG;3916107;4721021;2486110;215700;4639961;6522027;113129;789;3868918;5443945;246193;33909;3380454;4561585;1050136;70059;3486847;6935437;118596;13387;4104377;5797477;22412;1553
Chopinzinho;PR;916023;447936;1998346;215759;414159;77846;2324779;131904;141948;52571;563053;228495;4807933;836558;376588;854714;413281;86010;429226;872633;150614;34604;1294106;1196456
Itaituba;PA;240996431;354518926;1761409;216558;44212779;72568978;1350953;155685;15267871;7179751;1793518;279858;26479265;19159401;826525;208809;30629259;8925442;2622564;344358;52239619;17002871;1694078;3205882
Santo Estêvão;BA;1925721;68544;2214318;218132;8358414;225833;2861518;249572;9997906;246235;3106038;282032;24419231;699124;2218718;211320;21322183;691344;2579612;172529;4970700;145671;2171147;210815
Pereiras;SP;0;0;276164;218149;0;0;34473;117;0;0;37906;27610;0;0;209635;174932;0;0;27526;18465;0;0;138172;107827
Itaporanga d'Ajuda;SE;0;0;1163056;218543;0;0;1214430;401230;0;0;4192258;310854;4221;905;2342869;1032597;53759;11235;2736664;1087923;0;0;1772480;518082
Cocos;BA;661127;422234;2469737;219455;0;0;794007;159789;0;0;411900;11550;0;0;6715812;1122491;0;0;2791857;513851;0;0;0;0
Capinzal;SC;4649000;1307229;671187;219604;7728925;3287473;921403;363761;9551612;2745824;1126744;573376;6346166;1047876;54488;6281;7600885;952502;234231;127704;3981721;166927;565759;205633
Luzerna;SC;378611;60939;1150852;221745;366027;50523;914782;74787;397122;61119;364645;23372;610249;68190;346597;25941;181147;37737;193089;13882;236178;38342;446453;37380
Santana do Livramento;RS;12491395;16934439;234277;224134;19940176;29817809;902223;628019;25327857;25250295;1232918;647155;21709248;18974715;594221;409793;22945757;26084401;930840;506293;28492942;57399317;1036731;400531
Córrego Danta;MG;0;0;256593;224200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Igarapé;MG;2655817;898382;290534;224584;2775628;1340473;513073;319967;2194331;671776;3390508;468058;1598278;485096;31598;3614;1615972;783754;46494;17028;1436691;420022;148178;71067
