nomeLocalidade,estado,População residente,Densidade demográfica,Porcentagem de Jovens,Porcentagem de Ativos,Porcentagem de Idosos,Taxa de Urbanização,Taxa de Saneamento Básico,Ativos com Baixo Nível Educacional,Ativos com Médio Nível Educacional,Ativos com Alto Nível Educacional,Percentual de estrangeiros ao total de Trabalhadores,PIB Municipal,Estudantes Ensino primário,Estudantes Ensino secundário,Estudantes Ensino superior,Óbitos até 1 ano de idade por milhares de habitantes,Óbitos por milhares de habitantes,Nascidos por milhares de habitantes,Hospitais por milhares de habitantes,Médicos por milhares de habitantes,% de pobres,IDH,Percentual de trabalhadores especializados,"Valores de Importação por 10,000 habitantes","Valores de Exportação por 10,000 habitantes","Número de hotéis por 10,000 habitantes",Percentual de empresas do setor primário em relação ao total,Percentual de empresas do setor secundário em relação ao total,Percentual de empresas do setor terciário em relação ao total,Percentual de trabalhadores do setor primário em relação ao total,Percentual de trabalhadores do setor secundário em relação ao total,Percentual de trabalhadores do setor terciário em relação ao total,Média Salarial,Produtividade,Taxa de desemprego dos jovens,Taxa de desemprego,"Número de trabalhadores(Comerciais, hotéis e restaurantes) por 1,000 habitantes","Número de ativos culturais e de lazer por 10,000 habitantes",cat_export,cat_import
Farroupilha,Rio Grande do Sul,63635,176.57,36.76,56.12,7.13,87.59,33.42,55.94,29.83,14.23,1.69,1855886139.0,6428,3118,1368,0.1,4.8,11.5,0.02,1.23,1.37,0.86,10.33,8577231.71,8615012.34,1.1,0.88,34.04,65.07,5.01,48.01,42.73,1487.15,4817434.07,7.61,3.13,51.89,2.67,media,media
Faxinal do Soturno,Rio Grande do Sul,6672,39.27,35.16,52.52,12.32,65.71,52.22,63.09,19.78,17.13,10.87,98431682.4,646,223,0,0.3,6.9,11.1,0.43,1.0,6.92,0.85,19.49,5646860.01,7091088.13,1.5,0.6,23.21,76.19,0.56,29.99,50.98,1074.34,2570026.11,11.63,3.62,33.87,4.5,media,media
Feliz,Rio Grande do Sul,12359,129.59,34.15,55.92,9.93,76.56,13.71,64.92,25.1,9.98,0.0,231371232.3,903,541,0,0.1,8.2,19.7,0.0,0.17,0.5,0.85,6.4,3783100.57,12610332.55,0.0,1.88,27.69,70.43,1.3,53.72,35.2,1172.71,2992769.37,4.09,2.04,48.55,5.66,media,media
Flores da Cunha,Rio Grande do Sul,27126,99.2,34.75,56.61,8.65,78.42,50.63,64.78,22.52,12.71,1.57,746201810.0,2680,957,0,0.0,3.5,10.9,0.04,0.67,1.12,0.85,8.43,4833949.35,7735802.18,1.84,0.42,43.48,56.1,4.24,58.55,30.36,1255.45,4339315.2,6.83,3.47,39.96,3.69,media,media
Frederico Westphalen,Rio Grande do Sul,28843,108.85,38.35,53.2,8.46,82.38,51.57,55.43,23.73,20.84,1.69,620354378.7,2514,2540,3492,0.1,6.8,13.4,0.07,0.48,4.98,0.85,15.19,1716150.89,12354112.26,2.43,0.2,26.09,73.71,0.4,39.8,50.7,1058.23,3813534.11,8.25,4.1,54.64,1.39,media,media
Gaurama,Rio Grande do Sul,5862,28.7,31.7,54.13,14.18,59.74,10.57,66.55,25.45,8.0,1.74,98437986.72,512,222,0,0.2,5.8,8.0,0.17,0.17,5.74,0.85,8.96,438140.57,2191941.32,1.71,2.91,28.16,68.93,7.97,46.26,24.21,1074.23,2769780.53,3.14,1.25,15.35,0.0,media,media
Getúlio Vargas,Rio Grande do Sul,16154,56.37,34.18,53.86,11.96,87.07,9.52,58.77,29.05,12.18,2.89,290465558.6,1531,652,1010,0.3,6.7,12.9,0.13,0.63,3.68,0.84,13.54,2449894.14,2411449.8,1.86,1.43,28.69,69.88,2.82,38.62,47.03,1100.45,3279543.92,7.06,3.49,44.69,3.71,media,media
Glorinha,Rio Grande do Sul,6891,21.29,37.09,52.21,10.7,29.47,5.45,69.0,24.34,6.66,10.17,292270463.8,672,295,0,0.0,2.7,10.3,0.0,1.43,4.97,0.86,2.36,5909281.67,5646813.23,1.45,11.33,27.33,61.33,1.4,33.35,60.44,852.29,8513586.01,8.06,3.92,23.36,0.0,media,media
Gramado,Rio Grande do Sul,32273,135.7,36.46,56.18,7.36,89.15,43.44,60.47,25.12,14.41,2.61,904278487.2,3453,1539,0,0.0,8.5,16.9,0.06,1.19,2.18,0.86,6.01,4443355.75,3155929.41,34.39,0.44,22.09,77.47,0.66,37.26,54.09,1078.73,4722085.99,6.86,2.85,155.02,9.61,media,media
Guaporé,Rio Grande do Sul,22814,76.64,34.94,54.92,10.14,92.27,56.92,63.29,24.53,12.18,0.0,427423484.0,2259,1246,331,0.0,6.6,11.5,0.09,0.09,0.86,0.84,6.82,1227514.25,6756704.66,1.75,0.71,46.85,52.44,0.49,65.97,26.11,1059.99,2890611.47,4.32,1.31,34.19,3.51,media,media
Guarani das Missões,Rio Grande do Sul,8115,27.93,32.89,54.3,12.82,63.92,1.44,69.0,21.95,9.06,18.61,159032657.6,801,1023,0,0.0,9.9,12.8,0.13,0.38,6.49,0.86,13.0,640056.69,34335574.86,0.0,1.81,19.28,78.92,5.66,26.0,40.67,1107.16,3537997.78,14.1,5.03,29.33,1.23,media,media
Ibiraiaras,Rio Grande do Sul,7171,23.85,36.95,53.15,9.9,56.57,25.21,71.82,19.16,9.02,2.26,132140949.2,685,258,0,0.1,4.0,7.1,0.14,0.71,4.41,0.84,14.85,224869.61,5209735.04,0.0,2.19,21.17,76.64,4.41,13.56,56.84,1078.66,2881756.76,5.04,2.07,24.4,2.79,media,media
Ibirubá,Rio Grande do Sul,19310,31.79,34.16,55.12,10.73,79.96,0.7,58.48,26.79,14.73,0.0,504460039.9,1675,1279,31,0.2,5.9,11.9,0.11,0.16,3.09,0.85,12.8,732067.32,11363475.4,2.07,1.21,15.18,83.6,4.66,31.57,54.29,1295.4,4402757.66,8.82,3.71,54.53,2.07,media,media
Igrejinha,Rio Grande do Sul,31660,233.03,39.93,53.64,6.43,94.94,33.95,72.1,18.66,9.24,0.0,1022443553.0,4433,1410,0,0.2,7.4,15.8,0.03,0.53,2.42,0.88,3.14,4784571.07,19623413.14,1.9,0.19,49.03,50.79,0.03,74.42,19.26,1132.59,5165126.03,3.19,1.74,39.07,1.9,media,media
Ijuí,Rio Grande do Sul,78915,114.51,35.87,53.57,10.57,91.03,39.9,51.95,28.68,19.37,1.84,1628634354.0,7817,5981,5504,0.1,12.0,13.4,0.06,0.66,5.95,0.86,16.57,594184.0,553668.25,2.03,0.73,17.83,81.43,1.42,18.9,68.38,1245.02,3996608.84,9.99,4.72,59.65,2.66,media,media
Itaqui,Rio Grande do Sul,38159,11.21,42.55,50.35,7.1,86.42,44.75,63.52,25.52,10.96,7.57,685413866.0,4986,2009,457,0.2,6.9,16.2,0.03,0.47,11.59,0.84,8.87,1577276.13,2419821.8,1.31,12.5,7.83,79.67,31.83,14.0,35.15,1046.91,4263838.79,17.12,6.81,39.02,2.36,media,media
Ivoti,Rio Grande do Sul,19874,314.71,35.9,57.56,6.54,91.19,8.33,58.58,27.35,14.07,1.88,509005137.1,1799,1165,153,0.2,5.3,17.3,0.05,0.6,0.95,0.85,7.15,8345802.56,12161552.28,2.01,0.0,29.11,70.89,0.36,50.89,40.95,1171.47,4177597.24,7.83,3.34,41.46,3.52,media,media
Jaguarão,Rio Grande do Sul,27931,13.6,36.71,51.75,11.55,93.0,48.25,62.45,25.55,12.01,53.9,327231496.0,3019,1163,423,0.1,6.8,13.1,0.04,0.39,10.63,0.83,11.9,162872.08,1379805.23,3.22,5.98,5.13,88.89,20.87,4.1,54.37,912.95,2750231.03,14.75,6.58,38.45,2.86,media,media
Júlio de Castilhos,Rio Grande do Sul,19579,10.15,39.32,51.03,9.65,83.15,36.89,64.63,24.26,11.11,2.65,410181812.1,2205,1247,91,0.2,6.9,13.6,0.05,0.6,12.13,0.83,14.4,11849.43,2161759.54,1.53,11.9,8.1,80.0,18.31,11.47,49.19,957.49,4659570.6,16.59,6.79,33.86,1.02,media,media
Lagoa Vermelha,Rio Grande do Sul,27525,21.78,37.44,52.06,10.5,87.72,75.85,64.81,19.33,15.86,0.0,548037613.5,2699,1590,572,0.1,8.1,12.1,0.04,0.46,7.19,0.89,9.67,1006824.7,5395113.9,2.91,1.73,25.32,72.95,3.1,41.63,45.51,967.49,3947832.04,9.22,3.61,39.16,1.82,media,media
Lajeado,Rio Grande do Sul,71445,793.07,36.05,56.47,7.48,99.63,5.88,53.64,26.46,19.9,2.7,2123224658.0,7200,4467,8905,0.2,7.8,12.0,0.07,0.38,1.96,0.84,9.53,1851191.69,10299016.31,1.96,0.21,23.46,76.33,0.53,41.71,52.79,1189.25,4953119.75,7.42,3.44,73.16,2.66,media,media
Marau,Rio Grande do Sul,36364,56.0,37.72,54.92,7.36,87.4,50.78,58.8,27.82,13.38,0.69,1102411024.0,2874,1728,412,0.1,3.6,13.8,0.17,0.25,1.31,0.86,9.41,4169548.73,6232531.07,2.47,1.15,26.54,72.31,1.9,56.45,34.85,1144.59,4933961.08,7.0,2.48,45.9,2.2,media,media
Mato Leitão,Rio Grande do Sul,3865,84.2,33.53,56.2,10.27,41.27,2.64,70.55,22.52,6.93,0.0,95329606.6,435,136,0,0.3,1.3,7.3,0.0,1.5,6.77,0.85,4.26,138007.76,1349909.44,0.0,2.08,25.0,72.92,0.68,69.73,19.39,929.47,4023102.87,6.28,1.9,23.54,2.59,media,media
Morro Redondo,Rio Grande do Sul,6227,25.45,31.12,55.12,13.76,43.94,22.85,74.24,17.07,8.69,23.45,60024543.8,470,232,0,0.0,6.2,8.7,0.17,0.67,9.88,0.86,7.13,84580.05,224496.55,1.61,3.26,25.0,71.74,4.71,67.93,11.45,819.92,1930044.99,15.74,6.88,14.61,0.0,media,media
Morro Reuter,Rio Grande do Sul,5676,64.76,32.75,57.36,9.88,85.33,8.05,73.99,18.82,7.19,0.86,91027941.84,607,220,0,0.0,0.0,0.0,0.0,1.67,1.19,0.86,3.88,70049.33,447637.42,0.0,0.92,33.94,65.14,4.25,72.25,12.17,1032.66,2445422.82,3.47,1.38,26.6,0.0,media,media
Muçum,Rio Grande do Sul,4791,43.2,29.95,54.64,15.4,84.35,4.83,64.79,24.42,10.79,0.0,187695282.2,300,206,0,0.2,10.6,11.2,0.2,0.6,2.5,0.84,5.25,1544852.85,10408284.28,0.0,1.25,36.88,61.88,1.81,53.9,32.94,914.03,5977547.77,4.01,1.44,29.22,0.0,media,media
Nonoai,Rio Grande do Sul,12074,25.75,40.87,48.69,10.44,78.21,3.34,66.19,22.17,11.65,0.0,184656616.8,1534,547,0,0.1,9.4,20.3,0.08,0.0,12.04,0.83,17.13,7478.05,218755.18,0.83,1.28,14.04,84.68,3.3,12.62,57.13,983.46,3031631.65,10.25,4.0,33.71,0.83,media,media
Nova Araçá,Rio Grande do Sul,4001,53.56,34.72,55.64,9.65,74.54,2.03,63.11,28.61,8.28,7.22,139397000.5,350,202,0,0.0,1.5,7.8,0.0,1.5,1.37,0.84,5.92,692084.48,56421609.6,2.5,2.29,27.48,70.23,2.3,79.97,11.61,951.3,5219573.35,2.85,0.89,20.99,0.0,media,media
Nova Esperança do Sul,Rio Grande do Sul,4671,24.46,35.15,54.98,9.87,76.81,9.17,66.27,26.9,6.83,0.0,88119863.01,435,274,0,0.0,2.2,9.6,0.0,1.8,3.2,0.85,6.99,7870959.11,66966377.65,2.14,0.75,36.09,63.16,0.61,73.46,12.42,825.38,3193910.84,4.22,2.51,26.55,2.14,media,media
Nova Hartz,Rio Grande do Sul,18346,293.26,42.17,53.08,4.75,83.36,38.65,80.22,15.64,4.15,0.62,583820538.4,2002,993,0,0.3,0.0,0.0,0.06,1.11,2.09,0.84,1.29,4656322.9,6409275.59,0.0,0.0,37.66,62.34,0.03,83.56,9.09,963.44,5506706.28,2.22,1.39,22.68,1.09,media,media
Nova Pádua,Rio Grande do Sul,2450,23.73,29.87,54.75,15.38,33.7,27.28,75.36,18.75,5.9,0.0,39214504.0,157,89,0,0.0,1.5,5.5,0.0,1.5,0.34,0.85,18.26,192624.49,705763.27,0.0,0.0,32.26,67.74,7.31,33.33,24.66,1226.83,2172903.94,2.93,0.61,10.2,0.0,media,media
Nova Petrópolis,Rio Grande do Sul,19045,65.38,32.22,56.84,10.94,75.77,1.16,64.16,20.76,15.09,3.7,402968774.7,1712,964,239,0.3,7.1,9.1,0.05,0.79,1.27,0.89,7.39,1280040.96,813678.66,10.5,1.83,30.98,67.19,3.12,51.37,39.71,1221.34,3285351.15,4.84,2.04,62.85,2.63,media,media
Nova Santa Rita,Rio Grande do Sul,22716,104.26,42.61,51.2,6.19,85.28,29.44,67.46,25.64,6.9,0.0,525719568.2,3083,922,0,0.1,2.5,11.3,0.0,0.09,5.51,0.85,5.79,5623885.81,3761542.53,0.44,1.15,34.38,64.47,1.12,40.31,49.46,1243.99,4669344.23,13.27,6.09,20.87,0.44,media,media
Novo Hamburgo,Rio Grande do Sul,238940,1067.55,38.39,54.13,7.48,98.32,55.8,58.54,25.41,16.05,2.77,5550540359.0,27241,14674,14452,0.2,6.8,13.3,0.03,1.7,3.91,0.85,7.86,5650169.0,8015472.13,1.05,0.17,30.58,69.24,0.12,44.68,50.31,1309.65,4371777.33,8.74,4.86,53.81,1.84,media,media
Panambi,Rio Grande do Sul,38058,77.53,38.21,54.01,7.79,91.02,5.86,55.96,29.78,14.26,2.45,1102067960.0,3937,2241,548,0.2,4.4,13.9,0.05,0.82,3.2,0.85,9.46,6518040.1,14008808.92,2.1,1.37,29.06,69.57,1.87,55.78,30.75,1418.55,5415928.07,10.39,4.77,51.03,2.36,media,media
Paraí,Rio Grande do Sul,6812,56.09,33.5,57.17,9.34,59.09,20.79,66.01,23.0,11.0,3.78,143809835.0,552,342,0,0.1,5.6,9.7,0.14,0.57,1.51,0.87,6.46,3949606.58,1060371.4,0.0,0.0,50.85,49.15,0.89,62.66,27.8,976.15,3322781.89,7.42,2.65,34.64,2.94,media,media
Parobé,Rio Grande do Sul,51502,474.03,42.81,52.34,4.85,94.47,64.98,74.88,20.33,4.8,1.2,731328400.0,6318,2434,0,0.1,4.0,15.0,0.04,0.73,4.94,0.89,4.36,776009.67,4557025.55,0.39,0.38,46.79,52.82,0.08,70.24,21.26,1060.98,2573052.69,4.69,2.47,23.61,0.97,media,media
Passo do Sobrado,Rio Grande do Sul,6011,22.67,34.09,55.3,10.61,25.62,0.78,78.83,16.42,4.75,0.0,91607339.45,607,235,0,0.2,4.0,12.5,0.17,0.83,7.97,0.85,17.54,6145281.98,161613.71,0.0,1.08,20.43,78.49,2.98,29.12,28.42,976.68,2285033.67,2.03,0.69,15.31,0.0,media,media
Passo Fundo,Rio Grande do Sul,184826,235.92,39.23,52.78,7.99,97.59,39.79,43.58,33.98,22.45,3.45,3907504424.0,19517,9517,17050,0.1,13.0,17.2,0.08,1.05,3.63,0.85,14.92,1068554.32,11151246.85,2.16,1.18,15.46,83.36,1.82,22.77,69.55,1298.8,4094980.3,9.62,4.24,72.14,2.49,media,media
Paulo Bento,Rio Grande do Sul,2196,14.8,31.91,53.66,14.43,29.76,0.33,82.48,14.87,2.65,0.0,46636803.36,161,65,0,0.0,0.0,0.0,0.0,0.0,3.24,0.86,11.36,98706.74,428242.26,0.0,0.0,41.67,58.33,0.95,60.88,10.09,934.21,3185587.43,2.02,1.01,8.65,0.0,media,media
Pelotas,Rio Grande do Sul,328275,203.89,36.43,53.2,10.37,94.09,58.51,52.84,28.62,18.55,12.42,4246860848.0,25630,17744,18287,0.2,10.6,13.5,0.04,1.84,7.56,0.84,16.67,2805313.05,1043591.17,1.34,1.31,16.54,82.16,1.8,19.17,64.86,1139.84,2836959.68,17.76,7.57,46.83,2.22,media,media
Picada Café,Rio Grande do Sul,5182,60.86,33.95,56.71,9.34,89.05,2.08,71.49,21.75,6.76,0.4,239457473.5,453,340,0,0.2,3.6,8.0,0.0,2.8,1.66,0.84,3.14,7624428.79,24290623.31,5.79,1.32,37.5,61.18,0.29,85.56,9.58,1083.41,6960959.3,2.07,1.46,24.89,3.86,media,media
Porto Alegre,Rio Grande do Sul,1409351,2837.53,34.43,55.05,10.52,100.0,86.18,33.64,30.93,35.43,8.17,42683703041.0,145245,74772,81233,0.1,12.1,15.8,0.08,4.24,3.82,0.86,24.85,7958818.04,10154011.75,1.87,0.32,13.08,86.58,0.22,12.22,59.93,1731.85,5863563.44,14.21,5.54,78.96,3.29,media,media
Putinga,Rio Grande do Sul,4141,20.19,31.68,54.39,13.93,41.37,7.97,77.25,16.23,6.52,0.0,53283861.99,389,199,0,0.0,8.8,8.0,0.25,0.25,3.34,0.87,5.52,6058.92,57667.23,0.0,1.54,32.31,66.15,2.12,36.31,26.11,889.87,1940400.0,7.91,3.2,15.46,0.0,media,media
Quaraí,Rio Grande do Sul,23021,7.31,39.86,48.94,11.19,91.53,72.88,61.72,28.3,9.98,52.7,241263763.4,2693,1148,0,0.1,8.1,14.7,0.04,0.22,16.89,0.85,12.66,28256.81,1185220.45,1.74,7.51,3.6,88.89,19.83,4.78,51.61,872.48,2486488.71,15.53,6.39,35.32,0.87,media,media
Restinga Seca,Rio Grande do Sul,15849,16.36,35.43,52.56,12.01,58.43,13.18,69.19,22.96,7.85,0.0,198648196.2,1635,620,95,0.3,6.3,10.5,0.06,0.5,8.94,0.83,14.24,103728.31,5474527.1,0.63,4.12,22.22,73.66,9.82,31.99,38.31,885.27,2666232.72,10.36,4.06,31.3,0.0,media,media
Riozinho,Rio Grande do Sul,4330,18.07,37.83,52.54,9.63,62.69,2.41,85.9,10.15,3.95,0.0,72579719.8,457,150,0,0.3,0.0,0.0,0.25,0.25,5.18,0.89,2.49,2503951.5,144524.25,0.0,4.6,40.23,55.17,2.31,80.28,6.71,851.32,2638377.59,4.25,1.54,12.93,0.0,media,media
Roca Sales,Rio Grande do Sul,10284,49.29,33.36,54.09,12.54,63.89,3.33,72.37,21.06,6.57,0.0,203823943.7,815,395,0,0.0,6.9,9.1,0.0,0.8,2.07,0.85,4.09,1435142.94,44329708.28,0.0,1.08,30.81,68.11,1.09,77.27,15.39,940.76,3080734.36,3.22,2.09,16.73,0.0,media,media
Rolante,Rio Grande do Sul,19485,65.91,38.03,52.71,9.26,77.73,15.44,78.31,15.69,6.0,0.0,298091857.1,2018,742,0,0.1,7.6,14.6,0.05,0.63,3.29,0.83,3.47,745154.73,4506179.11,1.03,0.97,43.99,55.04,0.39,73.44,19.91,906.63,2462136.72,2.15,1.6,29.41,0.0,media,media
Ronda Alta,Rio Grande do Sul,10221,24.37,37.48,51.37,11.15,71.13,5.68,70.96,19.99,9.06,0.0,155307992.8,889,381,0,0.0,7.2,17.3,0.1,0.0,12.41,0.87,12.47,10143.82,19684.96,0.98,1.72,16.09,82.18,4.48,20.47,49.36,892.14,2946795.6,8.24,3.0,22.01,0.98,media,media
Roque Gonzales,Rio Grande do Sul,7203,20.78,34.87,53.23,11.9,44.83,6.32,75.39,15.29,9.32,6.15,79353938.37,815,263,0,0.1,4.7,9.7,0.14,0.43,14.93,0.84,18.34,2090895.46,4935.44,0.0,0.99,16.83,82.18,6.58,9.09,43.89,1212.48,2040272.42,5.51,2.06,18.74,1.39,media,media
Rosário do Sul,Rio Grande do Sul,39707,9.09,37.4,50.58,12.02,86.91,47.42,63.12,25.51,11.37,3.96,520903426.8,4334,2044,0,0.1,9.7,10.9,0.08,0.6,12.68,0.84,8.51,579104.44,182159.32,1.51,6.34,8.69,84.97,21.34,9.79,52.8,871.63,3112018.86,14.94,6.64,47.72,2.52,media,media
Salvador do Sul,Rio Grande do Sul,6747,68.46,36.3,54.54,9.16,62.04,17.8,67.9,22.8,9.3,2.07,168893805.2,691,290,0,0.0,6.7,14.9,0.14,0.43,0.67,0.84,4.91,3618765.38,25428270.34,2.96,8.48,21.43,70.09,21.16,37.44,30.82,1136.69,3740730.9,3.72,1.55,64.03,2.96,media,media
Santa Clara do Sul,Rio Grande do Sul,5697,65.75,31.63,56.8,11.57,51.98,1.42,70.33,22.55,7.13,0.0,90440273.79,389,206,0,0.0,4.3,6.7,0.17,0.67,1.96,0.84,3.19,295037.74,15548743.2,0.0,0.0,27.85,72.15,0.24,74.42,15.96,1085.25,2397479.44,4.38,1.64,25.98,0.0,media,media
Santa Cruz do Sul,Rio Grande do Sul,118374,161.4,35.14,55.84,9.02,89.74,60.16,51.46,28.55,19.99,10.06,4181668087.0,12128,5534,10661,0.0,9.2,12.5,0.15,1.65,3.68,0.85,13.62,8800128.83,75801919.51,1.77,0.68,18.88,80.44,1.87,32.02,58.78,1520.62,6412527.05,9.71,4.12,60.21,2.11,media,media
Santa Maria,Rio Grande do Sul,261031,146.5,37.33,53.22,9.45,95.2,65.6,41.17,34.33,24.5,4.45,4007509751.0,30343,16255,23394,0.1,9.9,13.7,0.05,1.93,5.47,0.85,19.7,1463961.37,923120.93,1.34,0.76,16.9,82.34,1.0,17.21,72.42,1137.56,3243084.43,13.95,6.12,55.33,2.34,media,media
Santa Rosa,Rio Grande do Sul,68587,140.03,36.99,54.31,8.7,88.7,26.76,53.79,29.5,16.71,3.96,1487694554.0,7345,6147,3096,0.1,9.2,13.0,0.03,0.74,3.98,0.87,12.01,6329159.75,20690927.44,1.6,1.28,22.44,76.28,1.83,37.97,50.76,1139.23,4060442.65,10.66,4.73,49.51,2.33,media,media
Santa Vitória do Palmar,Rio Grande do Sul,30990,5.91,37.45,52.1,10.45,86.3,25.26,64.18,23.86,11.96,69.58,451128557.7,3989,1351,135,0.2,7.3,11.0,0.03,1.03,11.12,0.86,14.44,18276.54,1243.95,1.61,13.54,12.45,74.01,39.07,5.35,28.71,931.96,3379281.17,14.61,7.55,26.59,1.61,media,media
Sant'Ana do Livramento,Rio Grande do Sul,82464,11.86,38.03,50.43,11.53,90.07,39.08,53.54,32.11,14.35,61.63,875613472.3,9038,4338,1300,0.3,7.4,13.6,0.09,0.57,13.21,0.85,11.67,234405.07,2439972.23,3.15,7.69,9.1,83.2,10.16,8.8,64.93,886.21,2303373.03,18.11,7.06,54.23,1.94,media,media
Santo Ângelo,Rio Grande do Sul,76275,112.09,37.73,52.59,9.68,94.08,20.61,51.57,28.81,19.62,2.59,1202984129.0,8246,4920,5524,0.1,9.1,13.4,0.08,1.08,5.66,0.86,14.53,628335.76,5794175.55,1.97,1.13,14.98,83.9,1.79,26.15,61.51,1161.69,3136250.39,14.78,5.5,53.88,2.88,media,media
Santo Antônio da Patrulha,Rio Grande do Sul,39685,37.8,36.06,52.62,11.32,70.29,14.66,70.18,21.43,8.39,0.0,574440375.0,3625,2013,111,0.1,6.3,9.2,0.03,0.65,6.24,0.87,5.16,499126.37,408460.38,1.51,3.25,29.74,67.0,2.81,48.15,36.46,945.17,2628863.05,7.42,2.47,36.18,1.26,media,media
Santo Cristo,Rio Grande do Sul,14378,39.19,32.33,56.73,10.93,56.12,2.41,67.29,22.16,10.56,2.59,273362300.1,1155,688,0,0.1,6.2,10.5,0.07,0.21,3.54,0.82,13.0,187688.13,59833.77,3.48,1.39,23.55,75.07,5.82,39.27,41.47,982.24,2882653.17,6.09,2.09,37.56,0.7,media,media
São Borja,Rio Grande do Sul,61671,17.05,39.08,51.35,9.57,89.11,33.2,56.71,30.1,13.19,5.12,982318506.3,7160,3706,1299,0.2,9.0,14.0,0.03,0.53,8.98,0.86,11.2,5868920.24,531732.91,2.27,9.13,11.55,79.32,16.13,16.01,52.82,1108.5,3694887.52,18.1,7.45,47.09,1.95,media,media
São Francisco de Paula,Rio Grande do Sul,20537,6.27,39.41,50.71,9.88,61.31,38.23,73.36,19.0,7.65,1.11,325021642.6,2404,678,119,0.1,6.6,13.6,0.05,0.43,7.8,0.86,5.0,168460.34,379891.42,5.36,13.95,21.05,65.0,18.27,29.48,39.67,1024.31,3113986.01,7.2,3.57,36.67,1.46,media,media
São Gabriel,Rio Grande do Sul,60425,12.03,38.01,51.49,10.5,88.65,55.76,61.64,25.83,12.53,7.22,994512113.5,5932,3172,1306,0.1,8.7,13.1,0.02,0.43,12.24,0.82,12.84,379430.2,13259281.59,2.15,24.13,9.82,66.05,16.13,20.18,47.86,932.55,3798741.23,19.57,8.91,41.94,1.82,media,media
São Jerônimo,Rio Grande do Sul,22134,23.64,37.81,52.38,9.81,78.04,12.08,61.8,25.89,12.31,0.0,344173518.4,2409,1021,1506,0.1,9.8,13.0,0.09,0.5,11.34,0.82,10.14,6592749.16,178522.18,1.36,3.75,18.75,77.5,3.04,36.24,45.76,1357.39,3254698.43,11.3,6.16,35.74,1.81,media,media
São José do Hortêncio,Rio Grande do Sul,4094,63.86,34.68,56.0,9.33,64.97,4.45,78.67,17.06,4.27,5.46,77355761.54,324,135,0,0.0,0.0,0.0,0.0,0.25,1.45,0.82,4.26,2382633.12,34401543.72,0.0,5.56,30.56,63.89,2.56,75.19,10.23,1042.55,2987871.77,0.0,0.0,16.85,0.0,media,media
São José do Norte,Rio Grande do Sul,25503,22.81,37.47,52.57,9.96,66.77,27.35,79.24,15.98,4.78,1.58,204792405.4,3193,1230,0,0.1,4.4,10.4,0.04,0.15,12.23,0.79,14.18,10143.9,4969060.5,0.39,3.26,9.12,87.62,28.21,13.45,33.49,879.22,1790451.65,17.57,6.81,18.9,0.78,media,media
São Lourenço do Sul,Rio Grande do Sul,43111,21.17,34.15,53.81,12.04,62.23,17.0,74.92,16.03,9.05,2.98,484522804.6,4999,1971,26,0.1,7.9,11.4,0.07,0.7,7.57,0.85,11.3,462721.58,12084.15,2.78,4.76,11.9,83.33,8.04,10.61,55.8,986.47,1968619.48,9.26,4.14,38.37,2.55,media,media
São Luiz Gonzaga,Rio Grande do Sul,34556,26.67,38.34,50.94,10.72,88.26,34.36,57.45,28.55,14.0,0.0,522707532.8,3769,2670,416,0.2,9.1,14.6,0.0,0.57,9.47,0.86,13.84,51539.24,8009882.51,1.45,1.39,11.44,87.17,10.42,16.75,56.11,970.88,3249039.72,10.82,5.41,43.49,2.6,media,media
São Marcos,Rio Grande do Sul,20103,78.45,35.67,55.18,9.15,87.89,71.48,65.94,22.24,11.82,0.0,411270189.5,1878,919,0,0.2,5.1,11.3,0.1,0.75,1.41,0.86,7.43,1554191.41,8084017.81,0.99,1.02,35.67,63.31,1.46,57.49,31.41,1255.19,3489826.91,5.51,2.51,35.82,1.99,media,media
São Sebastião do Caí,Rio Grande do Sul,21932,196.81,37.07,53.83,9.1,80.57,52.59,64.18,26.07,9.75,0.0,390997774.4,2477,827,907,0.1,7.8,14.6,0.05,0.32,4.97,0.85,5.78,5607593.93,24398975.01,0.91,0.75,23.38,75.87,1.56,56.59,33.37,1014.6,3405396.94,11.54,5.3,48.7,0.46,media,media
São Sepé,Rio Grande do Sul,23798,10.81,34.9,52.4,12.7,78.13,65.47,66.23,21.87,11.9,8.33,328339816.1,2455,1024,0,0.1,7.3,12.4,0.04,0.58,10.78,0.87,13.27,162087.99,2933.02,0.84,5.59,15.16,79.26,13.63,24.46,39.68,1075.94,2931868.92,10.95,5.09,33.74,2.1,media,media
Sapiranga,Rio Grande do Sul,74985,542.14,41.54,52.88,5.58,96.53,65.87,73.99,18.69,7.33,0.55,1574966194.0,9286,3819,0,0.1,5.9,19.1,0.01,1.45,3.73,0.83,4.17,4624358.74,21873985.33,0.53,0.29,36.28,63.44,0.18,67.47,23.62,1056.98,3803379.28,5.63,3.47,44.13,2.53,media,media
Sapucaia do Sul,Rio Grande do Sul,130957,2245.91,40.05,53.33,6.62,99.63,68.45,56.95,33.48,9.57,0.86,2251242500.0,15830,6690,893,0.1,4.7,12.8,0.01,0.11,4.94,0.84,15.58,3473902.12,2867843.87,0.23,0.12,26.98,72.9,0.01,46.07,43.42,1525.4,3691496.58,13.14,7.07,27.97,0.69,media,media
